RSPB,County,Species,Mean 2020,Rank 2020,% Gardens 2020,Mean 2019,Rank 2019,% Gardens 2019,% Change,Rank Change,% change in % gardens recorded
SWRO,Bristol,Kestrel,0.0,46,0.1,0.0,45,0.1,-2.6,-1,-2.6
SWRO,Bristol,Marsh_tit,0.0,47,0.1,0.0,42,0.2,-51.3,-5,-51.3
SWRO,Bristol,Moorhen,0.0,48,0.1,0.0,46,0.1,-2.6,-2,-2.6
SWRO,Bristol,Pheasant,0.0,49,0.1,0.0,68,0.0,Inf,19,Inf
SWRO,Bristol,Red_legged_partridge,0.0,50,0.1,0.0,70,0.0,Inf,20,Inf
SWRO,Bristol,Stock_dove,0.0,51,0.1,0.0,43,0.1,-51.3,-8,-2.6
SWRO,Bristol,Treecreeper,0.0,52,0.1,0.0,50,0.1,-2.6,-2,-2.6
SWRO,Bristol,Barn_owl,0.0,53,0.0,0.0,52,0.0,NA,-1,NA
SWRO,Bristol,Black_redstart,0.0,54,0.0,0.0,53,0.0,NA,-1,NA
SWRO,Bristol,Chiffchaff,0.0,55,0.0,0.0,55,0.0,NA,0,NA
SWRO,Bristol,Corn_bunting,0.0,56,0.0,0.0,56,0.0,NA,0,NA
SWRO,Bristol,Gadwall,0.0,57,0.0,0.0,57,0.0,NA,0,NA
SWRO,Bristol,Great_crested_grebe,0.0,58,0.0,0.0,59,0.0,NA,1,NA
SWRO,Bristol,Grey_partridge,0.0,59,0.0,0.0,60,0.0,NA,1,NA
SWRO,Bristol,Hooded_crow,0.0,60,0.0,0.0,61,0.0,NA,1,NA
SWRO,Bristol,Lapwing,0.0,61,0.0,0.0,62,0.0,NA,1,NA
SWRO,Bristol,Lesser_spotted_woodpecker,0.0,62,0.0,0.0,41,0.2,-100.0,-21,-100.0
SWRO,Bristol,Linnet,0.0,63,0.0,0.0,63,0.0,NA,0,NA
SWRO,Bristol,Little_owl,0.0,64,0.0,0.0,64,0.0,NA,0,NA
SWRO,Bristol,Meadow_pipit,0.0,65,0.0,0.0,66,0.0,NA,1,NA
SWRO,Bristol,Mute_swan,0.0,66,0.0,0.0,67,0.0,NA,1,NA
SWRO,Bristol,Red_kite,0.0,67,0.0,0.0,69,0.0,NA,2,NA
SWRO,Bristol,Redpoll,0.0,68,0.0,0.0,48,0.1,-100.0,-20,-100.0
SWRO,Bristol,Reed_bunting,0.0,69,0.0,0.0,71,0.0,NA,2,NA
SWRO,Bristol,Ring_necked_parakeet,0.0,70,0.0,0.0,49,0.1,-100.0,-21,-100.0
SWRO,Bristol,Siskin,0.0,71,0.0,0.0,72,0.0,NA,1,NA
SWRO,Bristol,Skylark,0.0,72,0.0,0.0,73,0.0,NA,1,NA
SWRO,Bristol,Tawny_owl,0.0,73,0.0,0.0,74,0.0,NA,1,NA
SWRO,Bristol,Teal,0.0,74,0.0,0.0,75,0.0,NA,1,NA
SWRO,Bristol,Tufted_duck,0.0,75,0.0,0.0,76,0.0,NA,1,NA
SWRO,Bristol,Waxwing,0.0,76,0.0,0.0,77,0.0,NA,1,NA
SWRO,Bristol,Wigeon,0.0,77,0.0,0.0,78,0.0,NA,1,NA
SWRO,Bristol,Willow_tit,0.0,78,0.0,0.0,79,0.0,NA,1,NA
SWRO,Bristol,Yellowhammer,0.0,79,0.0,0.0,51,0.1,-100.0,-28,-100.0
MRO,Buckinghamshire,Blue_tit,3.3,1,84.2,2.6,3,81.1,26.3,2,3.8
MRO,Buckinghamshire,House_sparrow,3.3,2,51.9,3.1,1,54.2,4.7,-1,-4.3
MRO,Buckinghamshire,Starling,2.6,3,38.6,2.8,2,42.5,-3.8,-1,-9.2
MRO,Buckinghamshire,Woodpigeon,2.6,4,83.0,2.6,4,83.8,1.6,0,-0.9
MRO,Buckinghamshire,Blackbird,1.7,5,80.8,2.1,5,87.6,-17.5,0,-7.7
MRO,Buckinghamshire,Great_tit,1.7,6,62.0,1.4,8,55.6,20.2,2,11.5
MRO,Buckinghamshire,Goldfinch,1.6,7,31.6,1.7,6,36.0,-9.8,-1,-12.1
MRO,Buckinghamshire,Robin,1.3,8,82.6,1.4,7,84.1,-4.1,-1,-1.7
MRO,Buckinghamshire,Magpie,1.3,9,61.4,1.3,9,62.0,2.3,0,-0.9
MRO,Buckinghamshire,Long_tailed_tit,1.1,10,26.8,0.9,13,27.3,25.6,3,-1.6
MRO,Buckinghamshire,Collared_dove,1.0,11,41.1,1.1,11,45.9,-4.6,0,-10.6
MRO,Buckinghamshire,Chaffinch,0.9,12,34.8,1.2,10,39.3,-20.9,-2,-11.6
MRO,Buckinghamshire,Jackdaw,0.9,13,24.0,0.9,12,24.2,-4.5,-1,-0.8
MRO,Buckinghamshire,Dunnock,0.8,14,44.8,0.9,14,45.4,-2.2,0,-1.3
MRO,Buckinghamshire,Coal_tit,0.6,15,28.9,0.4,17,22.9,43.3,2,26.2
MRO,Buckinghamshire,Feral_pigeon,0.5,16,14.8,0.5,16,13.3,13.4,0,11.5
MRO,Buckinghamshire,Carrion_crow,0.5,17,21.6,0.6,15,26.2,-13.6,-2,-17.6
MRO,Buckinghamshire,Greenfinch,0.3,18,12.2,0.3,18,14.5,-4.0,0,-15.6
MRO,Buckinghamshire,Wren,0.2,19,17.3,0.2,20,16.6,4.0,1,4.0
MRO,Buckinghamshire,Red_kite,0.1,20,9.4,0.2,19,12.9,-27.2,-1,-27.1
MRO,Buckinghamshire,Great_spotted_woodpecker,0.1,21,9.4,0.1,22,8.6,8.8,1,9.4
MRO,Buckinghamshire,Song_thrush,0.1,22,7.0,0.2,21,12.8,-46.1,-1,-45.4
MRO,Buckinghamshire,Nuthatch,0.1,23,5.6,0.1,31,4.3,23.5,8,30.9
MRO,Buckinghamshire,Pheasant,0.1,24,3.5,0.1,25,3.6,-6.9,1,-2.3
MRO,Buckinghamshire,Ring_necked_parakeet,0.1,25,2.1,0.0,32,1.5,45.1,7,35.2
MRO,Buckinghamshire,Jay,0.1,26,4.6,0.1,29,4.4,5.0,3,3.5
MRO,Buckinghamshire,Blackcap,0.0,27,3.3,0.1,24,6.3,-46.8,-3,-47.1
MRO,Buckinghamshire,Bullfinch,0.0,28,2.0,0.1,30,3.3,-37.0,2,-39.5
MRO,Buckinghamshire,Rook,0.0,29,1.0,0.0,33,1.3,-28.7,4,-21.3
MRO,Buckinghamshire,Pied_wagtail,0.0,30,1.9,0.1,27,4.8,-61.7,-3,-59.3
MRO,Buckinghamshire,Common_gull,0.0,31,0.9,0.1,26,2.1,-67.6,-5,-58.4
MRO,Buckinghamshire,Tree_sparrow,0.0,32,0.6,0.0,38,0.4,12.9,6,34.8
MRO,Buckinghamshire,Sparrowhawk,0.0,33,1.7,0.0,42,1.2,47.5,9,47.5
MRO,Buckinghamshire,Green_woodpecker,0.0,34,1.6,0.0,36,2.1,-21.8,2,-21.8
MRO,Buckinghamshire,Stock_dove,0.0,35,0.9,0.0,37,0.9,-19.6,2,-2.5
MRO,Buckinghamshire,Mallard,0.0,36,0.4,0.0,41,0.5,2.3,5,-16.1
MRO,Buckinghamshire,Marsh_tit,0.0,37,0.8,0.0,45,0.6,38.5,8,27.0
MRO,Buckinghamshire,Buzzard,0.0,38,0.9,0.0,40,1.1,-23.7,2,-13.6
MRO,Buckinghamshire,Herring_gull,0.0,39,0.4,0.0,39,0.7,-42.4,0,-35.1
MRO,Buckinghamshire,Goldcrest,0.0,40,0.7,0.0,44,0.7,-10.6,4,0.1
MRO,Buckinghamshire,Moorhen,0.0,41,0.3,0.0,43,0.4,-27.7,2,-25.1
MRO,Buckinghamshire,Redwing,0.0,42,0.3,0.1,23,3.0,-92.4,-19,-91.3
MRO,Buckinghamshire,Lesser_spotted_woodpecker,0.0,43,0.5,0.0,46,0.6,-16.1,3,-16.1
MRO,Buckinghamshire,Kestrel,0.0,44,0.4,0.0,55,0.2,127.1,11,127.1
MRO,Buckinghamshire,Reed_bunting,0.0,45,0.2,0.0,47,0.4,-25.9,2,-38.8
MRO,Buckinghamshire,Grey_wagtail,0.0,46,0.4,0.0,51,0.3,15.5,5,15.5
MRO,Buckinghamshire,Grey_heron,0.0,47,0.3,0.0,49,0.3,-4.6,2,-4.6
MRO,Buckinghamshire,Red_legged_partridge,0.0,48,0.2,0.0,54,0.1,39.8,6,57.3
MRO,Buckinghamshire,Mistle_thrush,0.0,49,0.2,0.0,48,0.3,-43.5,-1,-18.4
MRO,Buckinghamshire,Siskin,0.0,50,0.2,0.0,35,1.1,-89.4,-15,-81.5
MRO,Buckinghamshire,Fieldfare,0.0,51,0.1,0.0,34,1.4,-93.1,-17,-90.5
MRO,Buckinghamshire,Treecreeper,0.0,52,0.2,0.0,53,0.3,-21.4,1,-21.4
MRO,Buckinghamshire,Yellowhammer,0.0,53,0.1,0.0,50,0.2,-52.3,-3,-47.5
MRO,Buckinghamshire,Barn_owl,0.0,54,0.2,0.0,59,0.1,162.1,5,162.1
MRO,Buckinghamshire,Willow_tit,0.0,55,0.1,0.0,58,0.1,4.8,3,4.8
MRO,Buckinghamshire,Lesser_black_backed_gull,0.0,56,0.1,0.0,61,0.1,4.9,5,4.9
MRO,Buckinghamshire,Brambling,0.0,57,0.1,0.0,52,0.1,-76.7,-5,-47.6
MRO,Buckinghamshire,Corn_bunting,0.0,58,0.1,0.0,70,0.0,Inf,12,Inf
MRO,Buckinghamshire,Redpoll,0.0,59,0.1,0.0,57,0.1,-47.6,-2,-47.6
MRO,Buckinghamshire,Mute_swan,0.0,60,0.0,0.0,66,0.0,5.0,6,5.0
MRO,Buckinghamshire,Raven,0.0,61,0.0,0.0,56,0.1,-73.8,-5,-73.8
MRO,Buckinghamshire,Linnet,0.0,62,0.0,0.0,62,0.1,-47.6,0,-47.6
MRO,Buckinghamshire,Hawfinch,0.0,63,0.0,0.0,80,0.0,Inf,17,Inf
MRO,Buckinghamshire,Little_owl,0.0,64,0.0,0.0,63,0.1,-47.6,-1,-47.6
MRO,Buckinghamshire,Black_redstart,0.0,65,0.0,0.0,69,0.0,NA,4,NA
MRO,Buckinghamshire,Chiffchaff,0.0,66,0.0,0.0,60,0.1,-100.0,-6,-100.0
MRO,Buckinghamshire,Gadwall,0.0,67,0.0,0.0,71,0.0,NA,4,NA
MRO,Buckinghamshire,Great_black_backed_gull,0.0,68,0.0,0.0,65,0.0,-100.0,-3,-100.0
MRO,Buckinghamshire,Great_crested_grebe,0.0,69,0.0,0.0,72,0.0,NA,3,NA
MRO,Buckinghamshire,Grey_partridge,0.0,70,0.0,0.0,73,0.0,NA,3,NA
MRO,Buckinghamshire,Hooded_crow,0.0,71,0.0,0.0,64,0.0,-100.0,-7,-100.0
MRO,Buckinghamshire,Lapwing,0.0,72,0.0,0.0,74,0.0,NA,2,NA
MRO,Buckinghamshire,Meadow_pipit,0.0,73,0.0,0.0,67,0.0,-100.0,-6,-100.0
MRO,Buckinghamshire,Skylark,0.0,74,0.0,0.0,75,0.0,NA,1,NA
MRO,Buckinghamshire,Tawny_owl,0.0,75,0.0,0.0,76,0.0,NA,1,NA
MRO,Buckinghamshire,Teal,0.0,76,0.0,0.0,77,0.0,NA,1,NA
MRO,Buckinghamshire,Tufted_duck,0.0,77,0.0,0.0,78,0.0,NA,1,NA
MRO,Buckinghamshire,Waxwing,0.0,78,0.0,0.0,68,0.0,-100.0,-10,-100.0
MRO,Buckinghamshire,Wigeon,0.0,79,0.0,0.0,79,0.0,NA,0,NA
Wales,Caerphilly,House_sparrow,6.7,1,77.7,6.3,1,72.7,6.9,0,6.9
Wales,Caerphilly,Starling,3.0,2,38.7,2.4,3,36.3,22.2,1,6.6
Wales,Caerphilly,Blue_tit,2.6,3,74.8,2.4,2,68.0,4.1,-1,10.0
Wales,Caerphilly,Blackbird,2.3,4,89.5,2.3,4,85.4,0.1,0,4.9
Wales,Caerphilly,Jackdaw,1.9,5,37.5,1.9,5,38.4,4.1,0,-2.2
Wales,Caerphilly,Long_tailed_tit,1.9,6,34.5,1.5,10,31.5,25.8,4,9.6
Wales,Caerphilly,Woodpigeon,1.8,7,67.3,1.5,8,61.9,18.6,1,8.7
Wales,Caerphilly,Goldfinch,1.7,8,27.5,1.6,7,27.2,2.0,-1,1.0
Wales,Caerphilly,Robin,1.5,9,88.8,1.5,9,83.9,-0.2,0,5.8
Wales,Caerphilly,Magpie,1.5,10,61.1,1.3,11,57.2,15.5,1,6.9
Wales,Caerphilly,Great_tit,1.3,11,50.1,1.6,6,54.4,-19.3,-5,-7.9
Wales,Caerphilly,Coal_tit,1.1,12,49.4,1.1,13,44.5,3.3,1,11.1
Wales,Caerphilly,Collared_dove,1.0,13,37.1,1.0,14,36.7,2.1,1,1.0
Wales,Caerphilly,Chaffinch,0.9,14,32.7,1.1,12,36.6,-16.7,-2,-10.4
Wales,Caerphilly,Dunnock,0.8,15,39.5,0.8,16,38.0,7.0,1,3.9
Wales,Caerphilly,Carrion_crow,0.8,16,24.4,0.9,15,26.3,-10.5,-1,-7.3
Wales,Caerphilly,Wren,0.3,17,26.6,0.3,18,20.6,28.6,1,28.9
Wales,Caerphilly,Greenfinch,0.2,18,11.2,0.3,17,12.0,-16.7,-1,-5.9
Wales,Caerphilly,Song_thrush,0.2,19,17.8,0.2,19,16.6,-3.1,0,7.4
Wales,Caerphilly,Feral_pigeon,0.2,20,6.8,0.1,22,6.8,67.2,2,0.1
Wales,Caerphilly,Nuthatch,0.2,21,13.9,0.2,20,13.6,7.6,-1,2.5
Wales,Caerphilly,Bullfinch,0.1,22,5.9,0.1,23,6.3,-13.7,1,-5.1
Wales,Caerphilly,Great_spotted_woodpecker,0.1,23,9.0,0.2,21,12.7,-38.8,-2,-29.0
Wales,Caerphilly,Jay,0.1,24,5.1,0.1,25,5.7,-29.2,1,-10.4
Wales,Caerphilly,Herring_gull,0.1,25,2.0,0.0,28,1.1,107.9,3,81.9
Wales,Caerphilly,Buzzard,0.1,26,4.0,0.0,27,2.2,56.8,1,82.9
Wales,Caerphilly,Siskin,0.0,27,2.0,0.1,24,4.1,-62.3,-3,-51.9
Wales,Caerphilly,Tree_sparrow,0.0,28,0.8,0.0,48,0.3,1255.1,20,212.7
Wales,Caerphilly,Sparrowhawk,0.0,29,2.3,0.0,33,1.1,109.1,4,109.1
Wales,Caerphilly,Common_gull,0.0,30,0.6,0.0,26,1.1,-55.3,-4,-47.9
Wales,Caerphilly,Lesser_spotted_woodpecker,0.0,31,1.7,0.0,35,0.5,211.9,4,211.9
Wales,Caerphilly,Pied_wagtail,0.0,32,1.1,0.0,29,1.6,-41.9,-3,-30.3
Wales,Caerphilly,Blackcap,0.0,33,1.1,0.0,38,0.5,160.6,5,108.5
Wales,Caerphilly,Treecreeper,0.0,34,1.4,0.0,31,1.4,4.2,-3,4.2
Wales,Caerphilly,Grey_heron,0.0,35,1.1,0.0,41,0.5,108.5,6,108.5
Wales,Caerphilly,Grey_wagtail,0.0,36,1.1,0.0,30,2.2,-47.9,-6,-47.9
Wales,Caerphilly,Reed_bunting,0.0,37,0.6,0.0,68,0.0,Inf,31,Inf
Wales,Caerphilly,Mallard,0.0,38,0.6,0.0,61,0.0,Inf,23,Inf
Wales,Caerphilly,Goldcrest,0.0,39,0.6,0.0,44,0.3,108.5,5,108.5
Wales,Caerphilly,Pheasant,0.0,40,0.6,0.0,45,0.3,108.5,5,108.5
Wales,Caerphilly,Stock_dove,0.0,41,0.3,0.0,72,0.0,Inf,31,Inf
Wales,Caerphilly,Barn_owl,0.0,42,0.3,0.0,37,0.5,-47.9,-5,-47.9
Wales,Caerphilly,Fieldfare,0.0,43,0.3,0.0,40,0.5,-47.9,-3,-47.9
Wales,Caerphilly,Green_woodpecker,0.0,44,0.3,0.0,34,0.5,-48.0,-10,-48.0
Wales,Caerphilly,Kestrel,0.0,45,0.3,0.0,57,0.0,Inf,12,Inf
Wales,Caerphilly,Lesser_black_backed_gull,0.0,46,0.3,0.0,43,0.3,4.0,-3,4.0
Wales,Caerphilly,Black_redstart,0.0,47,0.0,0.0,49,0.0,NA,2,NA
Wales,Caerphilly,Brambling,0.0,48,0.0,0.0,39,0.5,-100.0,-9,-100.0
Wales,Caerphilly,Chiffchaff,0.0,49,0.0,0.0,50,0.0,NA,1,NA
Wales,Caerphilly,Corn_bunting,0.0,50,0.0,0.0,51,0.0,NA,1,NA
Wales,Caerphilly,Gadwall,0.0,51,0.0,0.0,52,0.0,NA,1,NA
Wales,Caerphilly,Great_black_backed_gull,0.0,52,0.0,0.0,53,0.0,NA,1,NA
Wales,Caerphilly,Great_crested_grebe,0.0,53,0.0,0.0,54,0.0,NA,1,NA
Wales,Caerphilly,Grey_partridge,0.0,54,0.0,0.0,55,0.0,NA,1,NA
Wales,Caerphilly,Hawfinch,0.0,55,0.0,0.0,80,0.0,NA,25,NA
Wales,Caerphilly,Hooded_crow,0.0,56,0.0,0.0,56,0.0,NA,0,NA
Wales,Caerphilly,Lapwing,0.0,57,0.0,0.0,58,0.0,NA,1,NA
Wales,Caerphilly,Linnet,0.0,58,0.0,0.0,59,0.0,NA,1,NA
Wales,Caerphilly,Little_owl,0.0,59,0.0,0.0,60,0.0,NA,1,NA
Wales,Caerphilly,Marsh_tit,0.0,60,0.0,0.0,62,0.0,NA,2,NA
Wales,Caerphilly,Meadow_pipit,0.0,61,0.0,0.0,63,0.0,NA,2,NA
Wales,Caerphilly,Mistle_thrush,0.0,62,0.0,0.0,36,0.3,-100.0,-26,-100.0
Wales,Caerphilly,Moorhen,0.0,63,0.0,0.0,64,0.0,NA,1,NA
Wales,Caerphilly,Mute_swan,0.0,64,0.0,0.0,65,0.0,NA,1,NA
Wales,Caerphilly,Raven,0.0,65,0.0,0.0,66,0.0,NA,1,NA
Wales,Caerphilly,Red_kite,0.0,66,0.0,0.0,46,0.3,-100.0,-20,-100.0
Wales,Caerphilly,Red_legged_partridge,0.0,67,0.0,0.0,67,0.0,NA,0,NA
Wales,Caerphilly,Redpoll,0.0,68,0.0,0.0,47,0.3,-100.0,-21,-100.0
Wales,Caerphilly,Redwing,0.0,69,0.0,0.0,32,0.5,-100.0,-37,-100.0
Wales,Caerphilly,Ring_necked_parakeet,0.0,70,0.0,0.0,69,0.0,NA,-1,NA
Wales,Caerphilly,Rook,0.0,71,0.0,0.0,70,0.0,NA,-1,NA
Wales,Caerphilly,Skylark,0.0,72,0.0,0.0,71,0.0,NA,-1,NA
Wales,Caerphilly,Tawny_owl,0.0,73,0.0,0.0,73,0.0,NA,0,NA
Wales,Caerphilly,Teal,0.0,74,0.0,0.0,74,0.0,NA,0,NA
Wales,Caerphilly,Tufted_duck,0.0,75,0.0,0.0,75,0.0,NA,0,NA
Wales,Caerphilly,Waxwing,0.0,76,0.0,0.0,76,0.0,NA,0,NA
Wales,Caerphilly,Wigeon,0.0,77,0.0,0.0,77,0.0,NA,0,NA
Wales,Caerphilly,Willow_tit,0.0,78,0.0,0.0,78,0.0,NA,0,NA
Wales,Caerphilly,Yellowhammer,0.0,79,0.0,0.0,79,0.0,NA,0,NA
EERO,Cambridgeshire,House_sparrow,5.0,1,64.4,4.6,1,64.5,7.9,0,-0.2
EERO,Cambridgeshire,Starling,3.7,2,46.5,3.7,2,52.0,-2.1,0,-10.6
EERO,Cambridgeshire,Blue_tit,2.5,3,76.5,2.1,5,73.9,18.8,2,3.5
EERO,Cambridgeshire,Woodpigeon,2.5,4,78.6,2.3,4,79.1,7.4,0,-0.6
EERO,Cambridgeshire,Blackbird,2.3,5,87.6,2.6,3,90.6,-14.2,-2,-3.3
EERO,Cambridgeshire,Collared_dove,1.9,6,62.6,1.9,6,67.7,0.4,0,-7.5
EERO,Cambridgeshire,Goldfinch,1.8,7,34.5,1.9,7,37.8,-4.5,0,-8.6
EERO,Cambridgeshire,Great_tit,1.5,8,59.0,1.4,8,56.3,12.4,0,4.9
EERO,Cambridgeshire,Long_tailed_tit,1.3,9,30.2,1.1,10,30.1,19.5,1,0.5
EERO,Cambridgeshire,Robin,1.3,10,80.5,1.3,9,80.7,0.8,-1,-0.2
EERO,Cambridgeshire,Chaffinch,0.9,11,32.8,1.1,11,37.8,-19.0,0,-13.3
EERO,Cambridgeshire,Dunnock,0.8,12,44.0,0.8,12,43.7,6.2,0,0.8
EERO,Cambridgeshire,Magpie,0.8,13,42.9,0.8,13,41.7,6.4,0,2.8
EERO,Cambridgeshire,Jackdaw,0.7,14,20.0,0.7,14,21.3,-1.7,0,-6.2
EERO,Cambridgeshire,Greenfinch,0.5,15,16.5,0.4,16,16.9,12.9,1,-2.5
EERO,Cambridgeshire,Carrion_crow,0.4,16,17.3,0.5,15,19.7,-16.0,-1,-12.4
EERO,Cambridgeshire,Feral_pigeon,0.4,17,12.1,0.4,17,12.5,-1.3,0,-3.2
EERO,Cambridgeshire,Coal_tit,0.4,18,18.5,0.3,18,16.9,20.5,0,9.2
EERO,Cambridgeshire,Wren,0.3,19,23.0,0.2,19,20.9,10.7,0,10.4
EERO,Cambridgeshire,Pheasant,0.1,20,4.1,0.1,22,4.0,1.3,2,1.8
EERO,Cambridgeshire,Song_thrush,0.1,21,6.6,0.1,20,10.9,-39.9,-1,-39.9
EERO,Cambridgeshire,Great_spotted_woodpecker,0.1,22,6.3,0.1,25,5.4,19.6,3,17.3
EERO,Cambridgeshire,Rook,0.1,23,1.7,0.1,23,1.9,-14.6,0,-6.7
EERO,Cambridgeshire,Common_gull,0.0,24,1.0,0.1,24,1.8,-38.4,0,-43.8
EERO,Cambridgeshire,Tree_sparrow,0.0,25,0.9,0.0,31,0.8,38.7,6,17.9
EERO,Cambridgeshire,Jay,0.0,26,2.6,0.0,28,2.8,-5.8,2,-6.9
EERO,Cambridgeshire,Blackcap,0.0,27,2.5,0.0,30,2.8,-4.9,3,-10.8
EERO,Cambridgeshire,Sparrowhawk,0.0,28,2.6,0.0,36,1.8,46.1,8,46.1
EERO,Cambridgeshire,Green_woodpecker,0.0,29,2.5,0.0,33,2.3,7.1,4,7.1
EERO,Cambridgeshire,Red_kite,0.0,30,1.2,0.0,34,1.7,-16.4,4,-27.8
EERO,Cambridgeshire,Reed_bunting,0.0,31,1.3,0.0,32,1.5,-24.9,1,-13.0
EERO,Cambridgeshire,Stock_dove,0.0,32,1.0,0.0,40,0.7,52.9,8,41.6
EERO,Cambridgeshire,Pied_wagtail,0.0,33,1.1,0.1,26,3.7,-69.8,-7,-70.2
EERO,Cambridgeshire,Mallard,0.0,34,0.5,0.0,35,0.5,-36.0,1,4.9
EERO,Cambridgeshire,Moorhen,0.0,35,0.6,0.0,37,0.8,-40.6,2,-28.3
EERO,Cambridgeshire,Nuthatch,0.0,36,0.8,0.0,47,0.5,59.6,11,69.1
EERO,Cambridgeshire,Bullfinch,0.0,37,0.6,0.0,38,0.9,-38.2,1,-35.8
EERO,Cambridgeshire,Buzzard,0.0,38,0.7,0.0,39,1.0,-23.8,1,-33.5
EERO,Cambridgeshire,Kestrel,0.0,39,0.9,0.0,44,0.7,18.3,5,18.3
EERO,Cambridgeshire,Fieldfare,0.0,40,0.2,0.0,27,1.5,-84.4,-13,-83.9
EERO,Cambridgeshire,Herring_gull,0.0,41,0.3,0.0,41,0.4,-25.1,0,-30.8
EERO,Cambridgeshire,Goldcrest,0.0,42,0.4,0.0,43,0.6,-22.4,1,-36.0
EERO,Cambridgeshire,Red_legged_partridge,0.0,43,0.2,0.0,51,0.1,43.8,8,77.0
EERO,Cambridgeshire,Lesser_spotted_woodpecker,0.0,44,0.3,0.0,48,0.6,-51.8,4,-51.8
EERO,Cambridgeshire,Barn_owl,0.0,45,0.2,0.0,57,0.1,99.4,12,99.4
EERO,Cambridgeshire,Grey_heron,0.0,46,0.2,0.0,45,0.7,-64.4,-1,-64.4
EERO,Cambridgeshire,Yellowhammer,0.0,47,0.1,0.0,52,0.1,10.7,5,-7.7
EERO,Cambridgeshire,Redwing,0.0,48,0.1,0.0,29,1.5,-94.9,-19,-92.5
EERO,Cambridgeshire,Treecreeper,0.0,49,0.2,0.0,54,0.2,-16.9,5,-16.9
EERO,Cambridgeshire,Marsh_tit,0.0,50,0.2,0.0,53,0.2,-16.9,3,-5.1
EERO,Cambridgeshire,Mistle_thrush,0.0,51,0.2,0.0,42,0.7,-80.4,-9,-75.4
EERO,Cambridgeshire,Siskin,0.0,52,0.1,0.0,50,0.2,-44.6,-2,-44.6
EERO,Cambridgeshire,Ring_necked_parakeet,0.0,53,0.1,0.0,56,0.0,-26.1,3,66.2
EERO,Cambridgeshire,Willow_tit,0.0,54,0.1,0.0,58,0.1,47.6,4,47.6
EERO,Cambridgeshire,Mute_swan,0.0,55,0.1,0.0,55,0.1,-63.1,0,-63.1
EERO,Cambridgeshire,Great_black_backed_gull,0.0,56,0.1,0.0,70,0.0,Inf,14,Inf
EERO,Cambridgeshire,Grey_wagtail,0.0,57,0.1,0.0,46,0.5,-91.1,-11,-88.9
EERO,Cambridgeshire,Hooded_crow,0.0,58,0.0,0.0,61,0.0,10.8,3,-44.6
EERO,Cambridgeshire,Corn_bunting,0.0,59,0.1,0.0,66,0.0,121.6,7,121.6
EERO,Cambridgeshire,Great_crested_grebe,0.0,60,0.1,0.0,65,0.0,121.5,5,121.5
EERO,Cambridgeshire,Lesser_black_backed_gull,0.0,61,0.1,0.0,73,0.0,Inf,12,Inf
EERO,Cambridgeshire,Redpoll,0.0,62,0.0,0.0,64,0.0,121.5,2,10.7
EERO,Cambridgeshire,Tawny_owl,0.0,63,0.1,0.0,67,0.0,121.6,4,121.6
EERO,Cambridgeshire,Grey_partridge,0.0,64,0.0,0.0,71,0.0,Inf,7,Inf
EERO,Cambridgeshire,Raven,0.0,65,0.0,0.0,59,0.1,-63.1,-6,-63.1
EERO,Cambridgeshire,Chiffchaff,0.0,66,0.0,0.0,60,0.1,-63.1,-6,-63.1
EERO,Cambridgeshire,Hawfinch,0.0,67,0.0,0.0,80,0.0,Inf,13,Inf
EERO,Cambridgeshire,Little_owl,0.0,68,0.0,0.0,74,0.0,Inf,6,Inf
EERO,Cambridgeshire,Black_redstart,0.0,69,0.0,0.0,68,0.0,NA,-1,NA
EERO,Cambridgeshire,Brambling,0.0,70,0.0,0.0,49,0.2,-100.0,-21,-100.0
EERO,Cambridgeshire,Gadwall,0.0,71,0.0,0.0,69,0.0,NA,-2,NA
EERO,Cambridgeshire,Lapwing,0.0,72,0.0,0.0,72,0.0,NA,0,NA
EERO,Cambridgeshire,Linnet,0.0,73,0.0,0.0,63,0.0,-100.0,-10,-100.0
EERO,Cambridgeshire,Meadow_pipit,0.0,74,0.0,0.0,75,0.0,NA,1,NA
EERO,Cambridgeshire,Skylark,0.0,75,0.0,0.0,76,0.0,NA,1,NA
EERO,Cambridgeshire,Teal,0.0,76,0.0,0.0,77,0.0,NA,1,NA
EERO,Cambridgeshire,Tufted_duck,0.0,77,0.0,0.0,78,0.0,NA,1,NA
EERO,Cambridgeshire,Waxwing,0.0,78,0.0,0.0,62,0.0,-100.0,-16,-100.0
EERO,Cambridgeshire,Wigeon,0.0,79,0.0,0.0,79,0.0,NA,0,NA
Wales,Cardiff,House_sparrow,8.4,1,81.2,6.5,1,72.2,28.2,0,12.5
Wales,Cardiff,Starling,2.1,2,31.3,1.9,2,27.9,9.0,0,12.5
Wales,Cardiff,Blue_tit,1.9,3,68.7,1.9,3,66.2,-1.1,0,3.8
Wales,Cardiff,Blackbird,1.8,4,81.5,1.8,5,79.8,3.7,1,2.1
Wales,Cardiff,Magpie,1.7,5,68.6,1.8,4,72.1,-6.2,-1,-4.8
Wales,Cardiff,Feral_pigeon,1.7,6,32.3,1.4,7,28.1,16.3,1,14.7
Wales,Cardiff,Woodpigeon,1.7,7,67.7,1.7,6,69.0,-2.4,-1,-1.8
Wales,Cardiff,Goldfinch,1.2,8,24.7,1.2,8,23.1,8.2,0,7.1
